Temperature,Rainfall,Humidity,Moisture,Potassium,Phosphorus,Crop
26,41,61,403,294,319,Barley
25,90,30,372,196,30,chile
22,201,60,404,237,268,Rice
13,149,90,534,205,68,Tomato
23,31,53,443,255,219,Wheat
10,43,67,424,407,244,Barley
19,113,32,359,326,32,chile
24,268,78,401,178,72,Rice
16,146,89,570,208,34,Tomato
22,90,50,437,246,252,Wheat
13,41,65,380,315,323,Barley
26,98,30,312,209,36,chile
21,185,75,391,155,202,Rice
16,82,84,495,292,282,Tomato
23,93,57,431,126,269,Wheat
24,46,67,396,316,251,Barley
25,93,33,334,290,42,chile
21,227,73,403,221,88,Rice
13,60,81,606,243,203,Tomato
23,86,55,440,294,213,Wheat
14,46,70,396,398,320,Barley
26,83,32,329,299,44,chile
27,234,77,402,116,74,Rice
16,145,82,504,284,161,Tomato
22,60,59,409,342,287,Wheat
27,49,62,388,390,292,Barley
21,88,38,306,191,25,chile
22,350,64,408,83,123,Rice
13,149,87,467,207,124,Tomato
22,73,52,443,204,223,Wheat
13,46,64,424,410,351,Barley
21,105,32,385,292,23,chile
24,329,69,420,180,258,Rice
16,62,81,462,292,230,Tomato
24,67,52,424,333,231,Wheat
16,50,70,408,405,382,Barley
22,119,31,323,323,30,chile
27,237,77,427,114,273,Rice
15,122,90,500,276,165,Tomato
23,75,59,422,280,198,Wheat
10,43,68,410,351,400,Barley
20,101,35,363,269,41,chile
26,324,72,411,123,280,Rice
14,147,83,507,257,83,Tomato
21,60,54,406,152,275,Wheat
14,50,61,392,416,387,Barley
23,81,39,388,321,20,chile
25,329,74,422,191,219,Rice
13,136,89,597,196,304,Tomato
24,42,59,403,288,232,Wheat
22,39,66,385,366,439,Barley
24,107,33,360,296,33,chile
21,335,73,412,105,252,Rice
15,111,85,605,283,275,Tomato
21,95,57,409,138,222,Wheat
15,42,62,418,301,345,Barley
18,92,38,307,268,30,chile
24,311,60,390,134,286,Rice
16,137,78,575,247,116,Tomato
24,63,53,419,350,235,Wheat
25,45,68,399,359,263,Barley
26,80,37,344,189,34,chile
21,247,68,405,253,168,Rice
16,89,79,603,195,265,Tomato
23,49,58,414,321,276,Wheat
13,40,69,393,401,348,Barley
24,101,37,300,232,46,chile
23,186,69,410,145,186,Rice
15,138,89,636,211,178,Tomato
21,36,52,449,259,236,Wheat
22,42,64,380,359,363,Barley
25,111,34,349,258,42,chile
22,205,69,410,203,189,Rice
13,87,78,488,191,309,Tomato
24,78,53,421,157,262,Wheat
25,41,62,400,338,398,Barley
20,109,34,329,309,19,chile
22,344,72,406,106,139,Rice
13,62,77,633,284,125,Tomato
23,79,55,416,112,290,Wheat
26,45,61,421,371,362,Barley
24,94,38,366,220,32,chile
27,317,60,408,86,135,Rice
16,124,80,580,240,158,Tomato
23,88,60,400,380,270,Wheat
7,41,61,390,339,422,Barley
21,89,32,374,191,19,chile
23,271,61,399,139,299,Rice
14,148,75,586,243,336,Tomato
22,37,59,436,156,215,Wheat
9,48,62,424,295,405,Barley
20,86,33,390,227,39,chile
22,230,68,391,234,212,Rice
15,113,85,634,231,65,Tomato
23,44,51,440,238,271,Wheat
7,49,66,390,378,406,Barley
24,99,32,377,209,31,chile
27,326,80,406,201,322,Rice
14,114,85,505,258,286,Tomato
22,50,56,433,373,194,Wheat
13,49,67,398,439,326,Barley
20,97,36,377,205,23,chile
24,178,64,407,146,78,Rice
14,97,88,596,189,283,Tomato
24,98,50,422,164,266,Wheat
19,41,68,419,452,409,Barley
25,84,30,358,340,34,chile
27,221,72,396,168,237,Rice
16,140,76,621,193,274,Tomato
23,62,57,411,289,264,Wheat
12,49,70,396,320,247,Barley
26,107,32,377,318,32,chile
23,270,62,428,207,103,Rice
13,113,81,608,188,307,Tomato
21,95,54,409,139,230,Wheat
19,49,68,400,431,346,Barley
20,110,34,399,330,22,chile
26,177,62,393,213,302,Rice
15,84,75,607,207,270,Tomato
21,64,50,435,307,203,Wheat
8,47,61,387,371,297,Barley
25,100,34,396,221,46,chile
23,178,71,405,241,266,Rice
13,65,75,508,240,162,Tomato
24,91,51,443,185,282,Wheat
15,50,66,402,318,267,Barley
25,104,33,325,315,23,chile
25,345,68,386,159,144,Rice
16,148,79,615,278,285,Tomato
21,84,53,418,111,281,Wheat
18,50,62,405,412,324,Barley
19,80,31,371,190,31,chile
25,288,61,429,147,71,Rice
15,121,88,484,268,160,Tomato
22,50,56,425,283,237,Wheat
21,46,63,390,339,357,Barley
21,115,34,378,294,43,chile
21,185,80,418,116,331,Rice
15,109,88,524,258,285,Tomato
24,87,58,447,349,252,Wheat
17,46,62,410,446,338,Barley
26,86,30,363,223,20,chile
24,296,73,417,250,276,Rice
14,81,87,528,248,125,Tomato
22,30,55,443,265,229,Wheat
17,45,68,412,434,267,Barley
24,115,31,335,219,41,chile
27,238,69,395,235,210,Rice
13,78,86,479,211,323,Tomato
22,83,50,422,186,217,Wheat
5,48,70,391,362,422,Barley
25,83,32,398,249,28,chile
22,283,62,412,147,234,Rice
15,117,80,641,200,246,Tomato
21,70,58,429,360,286,Wheat
24,39,69,391,299,273,Barley
26,86,33,362,312,27,chile
27,275,61,420,62,186,Rice
15,79,85,623,233,176,Tomato
22,48,52,402,149,209,Wheat
11,47,68,392,438,268,Barley
25,98,38,356,234,32,chile
27,314,64,428,231,319,Rice
13,94,85,514,205,272,Tomato
23,72,53,420,234,254,Wheat
6,43,65,383,395,236,Barley
24,102,39,376,285,37,chile
27,314,67,419,185,284,Rice
16,101,80,610,219,115,Tomato
24,43,60,411,177,263,Wheat
18,50,67,384,301,389,Barley
19,119,33,374,237,22,chile
27,242,80,390,233,270,Rice
14,95,82,594,276,28,Tomato
24,42,59,416,138,280,Wheat
12,45,69,384,298,230,Barley
19,97,33,303,187,33,chile
24,330,78,417,227,197,Rice
16,70,78,532,264,229,Tomato
21,79,59,419,262,211,Wheat
6,49,62,384,414,288,Barley
18,104,38,314,272,28,chile
26,292,62,391,141,118,Rice
14,125,81,610,211,271,Tomato
23,42,57,443,122,277,Wheat
22,41,66,415,391,307,Barley
21,97,31,349,198,22,chile
24,334,60,411,179,75,Rice
14,145,87,521,236,344,Tomato
21,39,55,405,166,248,Wheat
19,45,61,426,330,289,Barley
26,102,40,374,328,38,chile
26,186,62,430,140,218,Rice
16,150,75,481,189,74,Tomato
24,93,55,442,179,257,Wheat
16,39,68,422,340,374,Barley
20,90,33,350,259,46,chile
21,289,77,399,80,174,Rice
14,103,88,502,216,55,Tomato
24,64,51,438,341,223,Wheat
24,45,65,427,297,344,Barley
19,112,33,354,297,31,chile
27,205,71,418,242,195,Rice
16,125,76,557,213,108,Tomato
24,45,59,433,137,277,Wheat
14,39,60,418,290,368,Barley
19,81,31,372,283,27,chile
24,345,66,401,137,82,Rice
13,118,87,599,261,47,Tomato
21,87,50,444,277,236,Wheat
21,46,69,429,389,341,Barley
18,110,35,388,197,30,chile
21,259,79,404,232,128,Rice
13,132,79,629,219,324,Tomato
24,55,53,405,157,271,Wheat
24,43,67,382,430,315,Barley
18,92,34,320,236,38,chile
26,219,63,383,229,302,Rice
16,62,78,587,209,60,Tomato
23,52,54,447,207,215,Wheat
23,41,68,396,341,327,Barley
21,118,32,312,229,22,chile
26,306,69,402,100,211,Rice
14,148,77,528,203,189,Tomato
24,66,53,437,255,260,Wheat
26,39,60,425,298,323,Barley
18,101,33,373,289,21,chile
27,343,62,429,112,280,Rice
15,119,84,631,234,70,Tomato
22,73,58,416,167,236,Wheat
24,40,67,397,306,391,Barley
24,87,37,349,249,26,chile
22,301,77,403,146,159,Rice
16,113,89,564,239,40,Tomato
23,72,50,409,327,218,Wheat
21,45,64,405,420,419,Barley
24,92,33,350,221,36,chile
21,222,75,404,78,208,Rice
15,86,90,563,278,337,Tomato
21,83,59,445,392,282,Wheat
20,50,62,399,352,321,Barley
19,95,37,324,337,43,chile
23,179,69,406,252,161,Rice
16,94,81,598,226,201,Tomato
23,92,52,401,108,276,Wheat
15,39,61,395,381,300,Barley
22,107,35,335,294,22,chile
24,294,63,422,72,181,Rice
14,86,77,598,275,336,Tomato
21,92,54,402,300,219,Wheat
17,48,65,405,437,297,Barley
23,114,31,361,330,40,chile
24,297,75,396,227,196,Rice
14,65,82,497,245,305,Tomato
22,78,59,446,105,223,Wheat
25,49,64,381,299,225,Barley
25,85,39,361,322,43,chile
22,332,67,387,134,256,Rice
14,117,88,592,271,151,Tomato
21,33,57,429,141,231,Wheat
8,40,67,392,322,284,Barley
26,87,32,302,270,18,chile
24,230,66,392,127,189,Rice
15,102,84,519,213,148,Tomato
24,36,58,440,154,199,Wheat
24,40,70,382,324,269,Barley
24,104,35,363,326,24,chile
23,177,63,425,222,65,Rice
15,119,88,611,193,40,Tomato
22,84,60,403,326,199,Wheat
20,43,66,386,348,296,Barley
19,100,37,338,303,21,chile
24,256,78,396,248,262,Rice
16,137,77,539,224,301,Tomato
24,78,54,429,237,209,Wheat
6,48,61,424,290,244,Barley
20,88,32,302,215,35,chile
27,182,71,419,261,60,Rice
16,140,83,568,270,206,Tomato
21,61,60,424,314,252,Wheat
13,50,60,393,387,322,Barley
22,118,39,373,327,24,chile
22,273,62,413,75,175,Rice
14,98,89,521,271,243,Tomato
24,32,50,450,262,197,Wheat
18,45,61,413,435,231,Barley
19,111,31,361,194,41,chile
24,314,77,405,162,115,Rice
16,62,90,571,276,141,Tomato
21,90,57,415,236,244,Wheat
16,45,65,416,438,323,Barley
25,114,35,316,245,29,chile
23,290,72,385,185,332,Rice
13,87,80,567,203,216,Tomato
21,71,52,405,175,245,Wheat
11,44,61,418,440,350,Barley
22,83,39,385,207,43,chile
25,219,76,410,78,127,Rice
14,129,90,530,254,271,Tomato
22,71,59,449,151,285,Wheat
8,48,67,396,448,265,Barley
26,88,39,332,278,24,chile
21,213,73,423,248,133,Rice
15,75,89,597,292,185,Tomato
22,97,50,415,145,245,Wheat
13,44,70,381,318,303,Barley
23,106,36,354,254,45,chile
27,280,73,385,171,259,Rice
14,66,76,552,223,206,Tomato
22,83,54,400,257,260,Wheat
7,44,70,385,426,368,Barley
18,82,40,307,219,17,chile
24,285,78,419,210,214,Rice
14,85,84,484,248,168,Tomato
22,45,57,416,156,280,Wheat
14,41,63,400,432,228,Barley
20,81,34,354,237,27,chile
27,321,76,388,138,142,Rice
14,141,84,645,216,58,Tomato
21,54,56,442,206,228,Wheat
11,49,62,389,410,223,Barley
26,90,38,386,235,24,chile
23,187,78,385,221,294,Rice
14,105,80,568,264,48,Tomato
21,84,58,415,386,235,Wheat
6,40,67,429,307,249,Barley
22,97,39,367,316,21,chile
21,203,79,415,66,296,Rice
13,65,83,528,203,63,Tomato
22,56,52,423,269,276,Wheat
9,39,66,399,439,359,Barley
25,87,30,305,310,43,chile
22,322,74,406,153,315,Rice
15,86,86,524,203,102,Tomato
22,60,56,415,202,232,Wheat
11,47,69,399,452,231,Barley
24,99,38,301,206,17,chile
27,258,65,420,70,207,Rice
14,73,77,577,228,164,Tomato
24,100,57,418,358,244,Wheat
10,45,64,395,342,293,Barley
21,109,37,312,244,26,chile
24,256,79,395,189,326,Rice
14,99,90,566,279,204,Tomato
21,44,59,407,351,269,Wheat
23,43,63,400,442,275,Barley
24,93,32,323,293,31,chile
27,258,69,385,235,231,Rice
13,116,80,535,290,135,Tomato
23,88,59,432,268,259,Wheat
19,42,61,392,374,306,Barley
19,89,33,329,309,17,chile
23,264,67,394,125,333,Rice
16,109,80,457,274,132,Tomato
24,98,58,428,359,207,Wheat
23,49,64,429,306,437,Barley
20,118,32,395,227,28,chile
24,250,67,418,121,322,Rice
14,140,77,458,289,301,Tomato
24,32,56,444,168,273,Wheat
13,42,63,391,311,429,Barley
23,93,35,304,270,31,chile
24,176,75,387,57,236,Rice
14,110,82,464,236,161,Tomato
24,35,56,403,143,272,Wheat
16,42,60,410,442,266,Barley
23,81,38,303,276,45,chile
26,280,62,397,138,109,Rice
13,116,89,466,226,123,Tomato
24,31,58,406,163,271,Wheat
6,48,69,382,382,367,Barley
19,98,30,307,246,28,chile
22,275,74,387,106,132,Rice
15,134,77,548,263,183,Tomato
22,68,55,448,385,265,Wheat
19,50,65,392,377,245,Barley
21,86,34,395,308,37,chile
21,217,60,399,208,271,Rice
16,147,83,479,234,69,Tomato
22,99,53,405,240,281,Wheat
25,47,69,404,288,285,Barley
24,106,34,328,320,23,chile
24,272,80,389,212,141,Rice
15,130,85,637,225,44,Tomato
22,66,58,434,265,276,Wheat
12,50,65,384,297,336,Barley
26,81,38,384,277,35,chile
24,271,64,389,138,215,Rice
16,71,84,577,229,288,Tomato
21,99,55,416,237,262,Wheat
8,40,60,391,433,283,Barley
26,110,32,360,267,24,chile
27,249,78,420,106,176,Rice
14,82,84,619,205,255,Tomato
24,79,51,438,389,268,Wheat
19,41,61,413,367,439,Barley
23,105,30,312,199,24,chile
23,209,67,396,261,221,Rice
15,132,85,483,256,236,Tomato
24,55,57,418,176,225,Wheat
20,49,66,426,294,303,Barley
21,91,38,331,279,35,chile
22,310,79,410,260,291,Rice
13,106,81,570,268,281,Tomato
23,67,54,435,384,202,Wheat
18,48,64,421,310,223,Barley
21,97,31,378,229,29,chile
21,325,77,417,58,226,Rice
14,65,85,510,191,117,Tomato
24,59,51,409,126,253,Wheat
14,45,60,385,352,412,Barley
25,98,33,307,332,24,chile
22,240,79,404,215,293,Rice
15,140,90,624,250,151,Tomato
23,64,60,446,205,279,Wheat
20,48,62,395,415,407,Barley
19,95,35,400,323,37,chile
25,317,75,387,68,218,Rice
14,126,90,486,212,128,Tomato
22,77,54,430,382,265,Wheat
18,48,61,392,352,339,Barley
18,117,30,301,216,26,chile
23,251,78,419,208,284,Rice
16,126,84,646,262,189,Tomato
23,41,56,425,257,231,Wheat
12,47,66,385,380,425,Barley
22,89,38,343,221,24,chile
26,217,78,409,116,294,Rice
15,70,80,491,206,74,Tomato
22,86,60,411,136,216,Wheat
7,45,64,401,381,327,Barley
20,110,39,340,189,42,chile
24,182,74,427,158,56,Rice
15,65,82,473,224,37,Tomato
21,40,50,404,280,202,Wheat
14,49,67,403,383,302,Barley
18,89,33,375,230,40,chile
24,225,61,383,103,231,Rice
14,117,83,559,227,238,Tomato
21,58,52,424,267,252,Wheat
8,46,67,387,299,341,Barley
24,105,32,354,263,35,chile
26,320,80,430,170,191,Rice
16,134,81,515,211,281,Tomato
23,57,58,400,271,195,Wheat
7,43,65,390,311,307,Barley
20,116,31,371,259,30,chile
21,187,60,424,136,183,Rice
16,83,90,596,257,242,Tomato
22,66,51,430,123,252,Wheat
27,47,64,401,433,334,Barley
23,101,30,385,333,46,chile
21,314,77,401,146,168,Rice
13,115,88,629,199,295,Tomato
22,94,53,415,339,242,Wheat
23,44,60,420,383,250,Barley
22,101,35,305,280,43,chile
23,230,71,413,119,228,Rice
14,132,85,604,266,167,Tomato
24,49,57,424,132,204,Wheat
20,47,66,385,283,291,Barley
18,105,37,394,299,26,chile
27,314,67,402,56,182,Rice
16,68,83,638,283,230,Tomato
24,95,54,440,315,249,Wheat
6,42,63,389,321,364,Barley
26,106,37,356,248,22,chile
24,251,76,386,112,84,Rice
14,82,89,610,205,152,Tomato
22,84,57,430,111,251,Wheat
20,47,70,420,388,250,Barley
20,109,35,338,330,20,chile
24,218,70,425,239,248,Rice
16,75,77,547,277,229,Tomato
24,50,52,420,157,270,Wheat
9,49,70,406,445,274,Barley
18,103,36,304,257,41,chile
26,196,76,400,59,176,Rice
15,70,85,631,248,294,Tomato
23,55,54,423,229,291,Wheat
16,46,66,392,343,266,Barley
19,117,36,332,192,36,chile
27,330,68,402,138,68,Rice
13,110,76,455,223,326,Tomato
24,52,58,404,202,200,Wheat
15,45,66,393,337,309,Barley
18,95,36,358,187,21,chile
23,231,77,399,156,121,Rice
16,68,80,513,204,275,Tomato
21,91,53,421,167,260,Wheat
24,49,66,426,321,436,Barley
22,115,40,323,293,35,chile
26,230,75,405,198,282,Rice
15,84,76,525,226,202,Tomato
23,32,55,447,290,208,Wheat
9,48,68,421,348,286,Barley
24,94,32,361,288,38,chile
24,243,62,420,248,275,Rice
14,65,88,490,248,138,Tomato
22,51,58,430,224,215,Wheat
16,46,64,412,375,408,Barley
19,99,30,348,264,29,chile
24,206,75,385,216,260,Rice
16,60,77,533,255,72,Tomato
22,54,51,408,142,201,Wheat
11,41,60,428,377,286,Barley
18,106,40,377,279,40,chile
22,236,64,384,184,160,Rice
14,141,88,543,260,233,Tomato
24,93,57,443,152,195,Wheat
10,44,64,385,323,416,Barley
19,85,30,343,339,20,chile
24,204,69,416,252,322,Rice
13,109,86,556,208,66,Tomato
21,36,52,402,267,274,Wheat
11,44,60,425,343,341,Barley
19,90,37,381,258,32,chile
24,259,61,429,240,108,Rice
14,117,81,451,293,257,Tomato
22,32,59,432,305,288,Wheat
24,42,68,405,385,357,Barley
23,102,36,308,218,43,chile
23,214,72,409,181,222,Rice
13,119,83,469,261,221,Tomato
22,85,52,421,338,286,Wheat
5,41,66,396,365,255,Barley
19,103,39,331,257,43,chile
24,260,79,415,220,291,Rice
13,103,88,529,289,285,Tomato
21,39,56,443,160,249,Wheat
24,46,67,400,313,343,Barley
22,84,30,337,216,39,chile
22,300,65,394,146,180,Rice
13,121,88,543,273,87,Tomato
23,91,55,418,151,223,Wheat
13,47,62,383,379,264,Barley
23,87,35,379,231,41,chile
26,343,62,424,236,249,Rice
13,78,88,604,236,259,Tomato
23,53,50,402,322,289,Wheat
24,43,60,404,333,371,Barley
25,120,39,303,321,46,chile
21,214,69,419,140,64,Rice
15,121,89,529,215,24,Tomato
21,62,57,405,175,264,Wheat
16,46,68,428,407,266,Barley
19,87,30,339,188,46,chile
27,323,70,407,204,75,Rice
15,69,82,624,202,79,Tomato
24,36,51,449,297,257,Wheat
16,45,70,389,300,318,Barley
22,103,40,314,290,31,chile
26,215,63,413,107,62,Rice
14,86,80,630,249,140,Tomato
24,94,57,445,102,194,Wheat
16,39,70,422,401,372,Barley
25,108,35,306,251,18,chile
27,278,60,394,131,255,Rice
15,111,83,566,212,213,Tomato
24,64,51,448,334,265,Wheat
11,48,69,409,372,307,Barley
25,116,34,399,293,23,chile
24,312,67,414,222,207,Rice
15,97,81,508,215,305,Tomato
24,57,60,401,303,195,Wheat
12,49,61,396,300,335,Barley
25,108,35,306,325,26,chile
26,252,76,400,146,313,Rice
15,106,79,502,262,88,Tomato
23,66,56,406,379,262,Wheat
21,50,67,408,409,337,Barley
20,106,33,353,228,42,chile
25,183,63,384,84,155,Rice
13,106,86,596,271,331,Tomato
21,50,52,420,191,221,Wheat
9,40,60,390,420,260,Barley
20,102,38,305,318,28,chile
26,330,66,424,66,207,Rice
16,133,78,551,196,344,Tomato
22,31,53,425,164,213,Wheat
11,44,60,380,349,428,Barley
24,97,38,325,207,20,chile
24,300,62,417,208,78,Rice
14,103,85,599,215,355,Tomato
22,84,55,420,335,245,Wheat
8,39,68,387,442,267,Barley
18,113,35,307,273,23,chile
22,345,76,394,78,111,Rice
16,61,75,650,235,352,Tomato
23,64,55,436,172,284,Wheat
15,50,68,420,396,273,Barley
24,116,37,351,221,39,chile
26,340,64,415,100,270,Rice
14,71,75,537,259,294,Tomato
22,40,57,405,101,253,Wheat
9,44,61,391,419,397,Barley
22,98,32,348,246,42,chile
26,281,61,427,208,83,Rice
13,94,87,546,276,323,Tomato
24,50,53,448,340,267,Wheat
27,39,62,426,293,228,Barley
22,118,33,307,281,28,chile
24,185,66,392,148,87,Rice
14,125,88,503,265,93,Tomato
22,77,51,410,293,206,Wheat
14,50,67,405,395,348,Barley
20,116,36,391,307,25,chile
21,312,75,398,100,284,Rice
14,143,90,464,249,281,Tomato
22,55,60,410,224,219,Wheat
5,45,61,394,430,360,Barley
26,82,33,308,212,18,chile
21,260,61,390,221,82,Rice
13,64,85,523,255,63,Tomato
23,56,60,447,203,250,Wheat
19,47,64,408,351,372,Barley
19,105,34,341,314,39,chile
22,290,65,411,259,136,Rice
15,64,82,564,217,244,Tomato
23,88,51,440,329,215,Wheat
6,48,65,412,295,400,Barley
19,119,37,309,287,29,chile
22,256,67,396,136,68,Rice
13,95,75,463,215,142,Tomato
24,34,60,439,252,231,Wheat
7,43,60,427,310,384,Barley
26,115,31,390,274,23,chile
23,279,75,414,219,166,Rice
14,122,78,457,263,223,Tomato
23,91,52,415,390,256,Wheat
12,39,67,406,285,385,Barley
26,97,31,390,252,43,chile
22,278,77,395,255,239,Rice
15,122,87,516,202,59,Tomato
21,83,52,443,345,248,Wheat
12,49,68,420,399,385,Barley
19,113,34,369,318,21,chile
25,350,66,402,182,225,Rice
16,140,83,575,228,69,Tomato
23,57,50,427,241,232,Wheat
26,42,63,411,399,393,Barley
20,101,39,367,248,43,chile
27,179,73,430,199,257,Rice
13,75,85,506,239,263,Tomato
22,67,50,437,365,248,Wheat
14,44,62,389,330,244,Barley
19,95,32,386,255,30,chile
26,279,65,410,118,287,Rice
16,105,84,518,254,264,Tomato
21,55,56,436,187,204,Wheat
19,40,69,411,334,292,Barley
23,96,33,341,264,25,chile
23,178,73,419,262,195,Rice
13,89,80,459,288,209,Tomato
23,41,60,445,230,287,Wheat
10,42,67,419,417,305,Barley
25,103,40,331,327,36,chile
25,224,73,428,216,101,Rice
13,104,88,450,287,170,Tomato
24,54,51,435,359,259,Wheat
20,42,66,428,442,288,Barley
21,95,31,325,319,23,chile
27,345,66,406,254,94,Rice
16,149,88,501,251,341,Tomato
23,100,52,421,175,206,Wheat
10,43,68,398,323,270,Barley
21,81,36,364,321,37,chile
27,280,72,412,178,195,Rice
16,73,86,453,207,88,Tomato
24,69,50,450,319,198,Wheat
12,43,67,430,301,423,Barley
18,94,36,302,320,31,chile
27,212,75,400,94,262,Rice
13,124,80,622,270,181,Tomato
24,89,53,450,218,240,Wheat
11,47,65,429,395,393,Barley
24,113,35,349,232,41,chile
25,244,62,403,249,63,Rice
15,117,76,495,222,260,Tomato
23,72,57,419,290,200,Wheat
13,49,64,390,301,229,Barley
24,86,30,349,274,21,chile
23,236,72,426,123,77,Rice
16,78,84,469,257,73,Tomato
21,76,53,443,299,272,Wheat
10,45,62,426,440,266,Barley
20,117,35,349,254,18,chile
27,236,68,393,105,64,Rice
15,128,80,452,271,141,Tomato
22,69,51,406,115,208,Wheat
19,42,61,388,350,329,Barley
24,107,40,303,245,21,chile
22,343,66,424,184,123,Rice
15,132,89,467,284,346,Tomato
23,47,60,437,379,202,Wheat
24,48,68,422,335,416,Barley
18,104,31,389,279,43,chile
26,196,79,400,191,320,Rice
14,122,88,598,235,265,Tomato
22,69,56,413,372,260,Wheat
9,39,70,392,357,419,Barley
22,88,33,326,290,24,chile
27,240,77,408,104,95,Rice
15,62,86,501,211,95,Tomato
21,60,60,442,194,229,Wheat
26,48,69,403,377,332,Barley
21,81,33,358,226,44,chile
24,290,77,417,99,260,Rice
14,126,81,467,206,63,Tomato
23,30,60,446,251,201,Wheat
17,44,65,429,396,376,Barley
22,83,37,376,266,20,chile
26,250,76,430,232,216,Rice
15,107,82,541,241,135,Tomato
24,96,59,407,312,263,Wheat
9,46,62,394,293,294,Barley
26,86,36,354,325,33,chile
27,238,77,401,260,135,Rice
16,83,87,589,267,38,Tomato
23,31,50,436,249,262,Wheat
22,42,67,396,399,278,Barley
24,113,38,319,310,28,chile
22,332,60,420,87,124,Rice
15,64,77,495,225,99,Tomato
22,77,50,450,120,267,Wheat
21,42,60,397,298,336,Barley
19,91,36,339,231,37,chile
26,336,62,409,173,73,Rice
15,76,89,455,235,294,Tomato
22,57,55,442,366,232,Wheat
14,49,70,388,382,296,Barley
23,80,32,315,322,33,chile
25,320,68,398,137,283,Rice
15,117,76,476,201,339,Tomato
21,57,56,436,393,219,Wheat
27,46,66,416,343,309,Barley
21,116,37,342,318,44,chile
24,183,69,393,207,157,Rice
16,93,86,476,211,30,Tomato
23,57,57,431,250,283,Wheat
16,48,62,381,318,388,Barley
23,101,37,363,267,36,chile
26,249,75,411,82,148,Rice
13,123,80,522,231,142,Tomato
24,96,58,426,222,196,Wheat
14,49,62,426,317,287,Barley
25,88,31,389,287,40,chile
21,346,72,409,149,153,Rice
15,139,77,553,228,273,Tomato
24,31,58,423,295,248,Wheat
23,39,64,381,375,262,Barley
21,105,36,314,201,30,chile
23,246,71,391,148,301,Rice
16,108,76,505,284,320,Tomato
24,55,57,435,253,226,Wheat
6,48,65,392,342,223,Barley
19,80,37,339,210,43,chile
27,347,64,417,111,225,Rice
14,74,78,496,233,178,Tomato
23,81,56,431,308,206,Wheat
19,47,64,388,346,380,Barley
19,111,38,302,299,31,chile
23,344,64,411,240,159,Rice
15,60,90,553,231,325,Tomato
23,50,51,411,380,282,Wheat
12,43,68,383,344,240,Barley
18,92,34,349,208,38,chile
23,206,80,426,263,244,Rice
16,112,88,554,208,204,Tomato
23,76,55,424,325,236,Wheat
5,45,64,409,366,378,Barley
24,102,38,375,239,34,chile
25,273,78,413,169,173,Rice
16,116,77,517,192,314,Tomato
21,56,57,432,228,215,Wheat
5,40,64,418,368,396,Barley
25,120,39,381,231,23,chile
25,258,72,405,236,204,Rice
13,85,85,476,282,226,Tomato
21,34,56,450,248,278,Wheat
17,39,65,396,395,242,Barley
19,93,31,307,198,45,chile
24,228,76,412,182,74,Rice
13,140,75,611,286,79,Tomato
22,72,54,424,222,226,Wheat
10,44,63,386,333,389,Barley
19,85,33,314,214,25,chile
21,197,69,413,166,187,Rice
14,138,90,573,248,91,Tomato
24,93,50,416,367,239,Wheat
